"Published on","Unique ID","Target","Indicator","Indicator Type","Disaggregation","Year","Unit","Value","Footnote","Comments"
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2022","%","24.5","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2022","%","0.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.2 Extent of natural ecosystems","headline","F2 Lakes biome","2021","%","0.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","1999","index","0.962091461111111","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","1994","index","0.964957474400314","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","1993","index","0.965334310308466","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","1995","index","0.964499802777778","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","1996","index","0.963900405741422","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2006","index","0.959121654166667","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","1997","index","0.9633195","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","1998","index","0.962705480555555","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2002","index","0.960706438888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2001","index","0.961149563888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2004","index","0.959947594444444","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2000","index","0.961572822222222","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2005","index","0.959492311111111","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2003","index","0.960441163888889","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2014","index","0.956201844037837","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2017","index","0.95511281320708","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2011","index","0.957290743199054","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2009","index","0.957933274602852","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2010","index","0.95762681305512","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2016","index","0.955471897323639","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2013","index","0.956544400301044","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2012","index","0.956965047401357","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2015","index","0.955850953791408","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2008","index","0.958220972692014","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2007","index","0.958676066666667","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2019","index","0.954554834450205","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2020","index","0.954307313659456","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2018","index","0.954886194027913","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2021","index","0.953980828293696","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2024","index","0.953211011358951","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2022","index","0.95379517042556","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT02. By 2030, restore at least 30 percent of degraded ecosystems and improve ecological integrity and connectivity.","A.3 Red List Index","headline","","2023","index","0.953533068766272","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT13. By 2030, establish systems to monitor and transparently report the impacts, risks, and outcomes of business activities regarding biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2021"," USD (millions) ","7.28156","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT13. By 2030, establish systems to monitor and transparently report the impacts, risks, and outcomes of business activities regarding biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2022"," USD (millions) ","17.2364","",""
